Link,Title,Location,Salary,Summary
https://kr.indeed.com/jobs?q=188606f62a55c44a,Data Scientist (Clinical Plan Analyst),서울,,Comprehensive testing of your own code. Qualifications • R/ Python/Pyspark 등의 programming language를 사용한 data 분석 경험 1년 이상의 경력...
https://kr.indeed.com/jobs?q=55dc8813cdc0ee34,Consultant_App Innovation,서울,,"PowerShell, Python or other scripting... languages (e.g., C#, JavaScript, PHP, Python) Application Lifecycle Management (e.g..."
https://kr.indeed.com/jobs?q=be44e36acba57f57,[마포] 신약개발 빅데이터 인공지능 모델 개발 및 분석,서울 마포구,"연봉 50,000,000원 - 60,000,000원","지원 가능) • linux, python, R 사용가능자 • 딥러닝 라이브... 자모델링, 화학정보, 딥러닝, 라이브러리[지원자격]• linux, python, R 사용가능자• 딥러닝 라이브러리(tensorflow, pytorch..."
https://kr.indeed.com/jobs?q=11158d9d6a695db2,Partner Solutions Architect,서울,,"Docker, Kubernetes, OpenShift, Cloud Foundry Dev/Scripting: Python, Javascript, Ruby, Perl, PHP, Go Config Mgmt: Terraform..."
https://kr.indeed.com/jobs?q=d9746dd92adbf277,Software Engineer in Test,서울,,"few years of professional experience developing in Python or JS, other mobile platforms are plus. You bring significant..."
https://kr.indeed.com/jobs?q=3e9ed1202cddeb4d,DevSecOps,성남 분당구,,통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>정보보안|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/jobs?q=292a04117f547509,Field Application Engineer (m/f),서울 용산구,,용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터... 트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/jobs?q=e557832a1976f187,NAVER Cloud 사내 플랫폼 운영,성남 삼평동,,"Network관련 기초 지식을 보유하고 계신 분 - script ( Python, Html, javascript, Linux shell 중 1개이상... WEB/WAS, DB운영 경험 - Python, JAVA 중 하나의 프로..."
https://kr.indeed.com/jobs?q=116009dbf59211ed,퍼즐데이터 역량있는 데이터 분석가,서울 역삼동,,"데이터 마이닝 및 통계분석에 대한 전반적인 이해 3. 관련분야(산업공학, 통계 등) 전공 4. R or Python 사용 능력 * 이런 분은 더욱 좋아요. 1. 프로세스 마이닝 지식 보유자 2. 관련분야 대학원 전공 3..."
https://kr.indeed.com/jobs?q=78526735d90a85b9,"Machine Learning - iOS Software Engineer,",서울,,"computer vision Python libraries... programming skills with proficiency in Python, Flask, iOS Dev tools, and GitHub..."
https://kr.indeed.com/jobs?q=8669483b11225a91,Renewables Consultant - Civil / Structure Engineering,서울,,"customers; Familiarity with programming languages... Python or Matlab, etc; Proficiency in MS Office programs (primarily..."
https://kr.indeed.com/jobs?q=7b091681f7106dcd,Head of Technical Writing,서울,,"following languages; Objective-C, Java, Swift, JavaScript, and Python ABOUT SENDBIRD Sendbird... world's leading chat..."
https://kr.indeed.com/jobs?q=19da3484bd7a72f1,Machine Learning R&D 연구원,서울 서초구,,"가능) ㆍ최신 딥러닝, 기계학습 이론에 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++, TensorRT 등 프로그래밍 실무... 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++..."
https://kr.indeed.com/jobs?q=6d86e9f32d31c84f,Data 분야 경력,서울,,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
https://kr.indeed.com/jobs?q=23872d520aa9ead5,데이터 엔지니어 전문가,서울특별시,,"EMR/Athena, Google Firebase/BigQuery 등) . Unix/Linux 환경 경험 . Python/SQL/NoSQL Scripting Language 사용 및 협업 경험 우대 사항 - 엔터프라이즈 데이..."
https://kr.indeed.com/jobs?q=754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),인천 연수구,,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
https://kr.indeed.com/jobs?q=3b7dbdf85a326a6d,국내 대기업 - AI 및 딥러닝 관련 경력자,서울,,"관련 전문 지식 있는 분 - Python 또는 Scala, JAVA 활용... 레임워크 활용 역량 좋은 분- 자연어처리 관련 전문 지식 있는 분- Python 또는 Scala, JAVA 활용 역량- 미디어/커머스/전자/IT 업계..."
https://kr.indeed.com/jobs?q=b3a6c83c9debcb92,네이버 파이낸셜 플랫폼 운영,성남 삼평동,,"Docker(kubernetes) 및 어플리케이션 배포 전략 지식 보유 - Shell script, python 및 web framework 등 기타 프로그래밍 언어 활용 가능 - 국가보훈대상자 및 장애인은 법령에 의거..."
https://kr.indeed.com/jobs?q=7d205770c41f1c8b,현대백화점 데이터기획팀 데이터 분석/기획 경력,서울 삼성역,,"Tableau등 OLAP툴 활용 대시보드 구성 및 분석 결과 리포팅 수행 경험 - 중급 이상의 R, Python, SQL 역량 및 데이터 핸들링(추출/전처리(EDA)/요약 등) 역량 보유 - 클라우드(또는 온프..."
https://kr.indeed.com/jobs?q=55e2f1523d6bd078,TOAST CAM AI 개발 담당자,성남 판교역,,"학사 또는 석사 학위 또는 그에 준하는 실무 경험자 (신입 지원 가능) - 임베디드 환경 개발 경험자 - Python, C++ 개발 경험자 - 임베디드 환경 개발 경험자 - Deep Learning, Computer..."
https://kr.indeed.com/jobs?q=2cd08e43d8b37f87,[대기업] 클라우드 서비스 솔루션 개발,서울,,C++|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>데이터베이스개발자|인터넷·IT·통신·모바일·게임>데이터베...
https://kr.indeed.com/jobs?q=c896322092980fcd,Business Consultant - Technology,서울,,"Cloud Computing. Basic knowledge and skillset with Linux, Python, C++/.Net, RESTful API/Embedded API is required. About RWS..."
https://kr.indeed.com/jobs?q=b25a378d97c7a56c,AI 서비스/시스템 개발,성남 판교역,,"Elasticsearch 사용 경험 - MSA 에 대한 이해 - Python, C, C++ 개발 경험 - Docker 및 Container... 이용한 로그 시스템 운영 - Python 개발 경력 3년 이상 또는 그에..."
https://kr.indeed.com/jobs?q=4d6366a69e32d9a9,Metaverse 서비스 Graphics 개발자,서울 중구,,플랫폼(VM)|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>게임(Game)>게임 기획|인터넷·IT·통신·모바일·게임>게임(Game...
https://kr.indeed.com/jobs?q=e8c110fe49ba6240,Senior AI Research Engineer,서울,,"Caffe, and MxNet Strong programming skills with C/C++ and Python Experiences in programming and testing on Linux environment..."
https://kr.indeed.com/jobs?q=9ad80a2efdc9c3dd,웹개발자 국내 메이저 식품대기업,서울 강남구,,"필요역량 및 지원자격 1) 필수 역량 - 웹 서비스 개발 경험 (PHP) - 프로그램 언어 활용 능력 ( Python, SQL 등) - 리눅스 서버에서 웹 서비스 개발 경험자 - JS, CSS 기초 지식 보유 2) 우대..."
https://kr.indeed.com/jobs?q=13059ac76a29fa54,Data Engineer (Python Backend 경력자),서울 서초구,,데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신...
https://kr.indeed.com/jobs?q=41eda88d237f0abe,Application Engineer for MCU & Touch,대한민국,,"optionally additional language skills (e.g. C#, C++, Python..) Experienced in low level components of timer, counter, PWM..."
https://kr.indeed.com/jobs?q=e63d80feb70ad6c4,[환경가전 대기업] 인프라보안팀 인프라운영 (과장~차장),서울 구로구,,"경험 보유 [우대사항] - 스스로 툴 작성이 가능하신분 ( Python, Go, Perl, Bash 등 활용) - 다양한 형태의 CICD 파이프라인... 스스로 툴 작성이 가능하신분 ( Python, Go, Perl, Bash 등..."
https://kr.indeed.com/jobs?q=4240704581f26166,여행사업본부 1월 정기 수시채용,서울 을지로2가,,"ERP 시스템 운영 및 고도화 작업 •홈페이지 리뉴얼 개발 지원 [필요역량] •개발언어: java (필수), python (우대) •개발프레임워크: Spring Framework (필수), Django (우대) •DBMS..."
https://kr.indeed.com/jobs?q=79fb95da6dff4025,하반기 신입(채용 연계형 인턴) 수시채용,서울 마곡동,,"Python, R, 기타 코딩 능력 보유자 또는 통계 분석에 대한 기초 지식 보유자 중 1개 해당자 우대사항 · 통계 분석에 대한 기초 지식 보유자 · 기초 프로그래밍 코딩 구현 능력 보유자 ( Python or R..."
https://kr.indeed.com/jobs?q=ad9c760fdec88af5,품질 신입 채용,서울 한강로2가,,전면허 및 운전가능자 우대요건 - 산업공학과(통계 활용 능력) - 품질경영기사 자격증 보유자 - 파이썬( Python) 활용 가능자 - 엑셀 및 PPT 활용 능력 우수자 장항 전형절차 STEP.01 서류심사 - STEP...
https://kr.indeed.com/jobs?q=cb340349fea7454e,"Digital Innovation PM, Korea",서울,,"CRM systems, e.g Salesforce · Understanding of SQL, Python or other · Strong business and financial acumen and negotiations..."
https://kr.indeed.com/jobs?q=a9a51d3e0ac6382a,ESS 기반 에너지 블록체인 전력거래 서비스 추가 개발 및 운영 백엔드 개발자,서울 강북구,"연봉 30,000,000원 - 35,000,000원","격요건]경력사항: 신입, 경력()학력사항: 학력무관직무기술: Node.js, javascript, AWS, Python 1 명 근무조건 고용형태: 계약직(근무기간 협의 후 결정, 수습기간 5개월, 정규직 전환검토), 프리랜서..."
https://kr.indeed.com/jobs?q=0e25160b5a1d095f,[유통 대기업] Business Analyst(비지니스분석가) 과차장급,서울,,"이터 컨설팅 또는 비즈니스 컨설팅 경력 5년 이상 보유 -SQL, R, Python 중 1개 이상의 분석 도구 활용 경험 보유 -비지니스에 대한 문제... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/jobs?q=e85487d0d81b009b,시스템보안 담당자 채용,서울 중학동,,"경험 보유 우대사항 - AWS, Azure 등 클라우드 환경의 보안서비스 운영 경험자 - Java, Python 등 프로그래밍 언어 능숙자 근무조건 [근무조건] - 근무형태 : 정규직 - 모집인원 : 명 - 근무지..."
https://kr.indeed.com/jobs?q=f8691758f74c5242,Support Engineer- Developer,서울,,"developing with Chatbot, Linux, Apache, Java, Node, Python, PHP, or Ruby - Knowledge and experiences of cloud services (Azure..."
https://kr.indeed.com/jobs?q=e5cf3dda5a485def,[NAVER Z] 3D 리거,성남 분당구,,"있는 분이 필요합니다.- 협업을 우선시하고, 열린 자세로 업무에 임할수 있는 분이 필요합니다.우대사항- Python 등 스크립트 작업이 가능하신 분을 선호합니다.- Unity 경험이 있으신 분을 선호합니다.- 항상 능동적인..."
https://kr.indeed.com/jobs?q=834db148c2e3c7b5,앱가드 Android 개발,성남 판교역,,"모바일 앱의 해킹 탐지 및 방어 엔진 개발 - 모바일 보안 기술 연구 - C/C++, Java, Python 언어 중 하나 이상을 이용한 개발 경력 2년 이상 - 보안 관련 지식 - 모바일 보안 솔루션 개발 경험..."
https://kr.indeed.com/jobs?q=32b582209ad53166,Sr Technical Support Engineer,서울,,"roles Strong experience in software development in Java... Python. Experience in SQL, ArcGIS, or Oracle DBMS is desirable..."
https://kr.indeed.com/jobs?q=8c125d2ddacbec6e,[SNOW] 렌더링 엔진 개발자,성남 분당구,,"토링, 디자인 패턴, ReactiveX 활용 경험- Java, Swift(Objective C), Lua, Python 등 다양한 언어 경험- Computer Graphics 이해- Image Processing 이해 인터넷..."
https://kr.indeed.com/jobs?q=2f209edc482fdad4,"Senior System Software Engineer, DRIVE OS and BSP",서울,,"SoC architectures... chip components. Strong knowledge of C/C++/ Python, QNX... Linux OS. Understanding of CPU/GPU..."
https://kr.indeed.com/jobs?q=b5b3a1f9215de179,[TL] MMORPG 클라이언트 프로그래머 모집,성남 판교역,,"텐츠 개발 경험 우대사항 - Unreal Engine 에 대한 이해 - 블루프린트, UMG 에 대한 이해 - Python, Design Pattern, 게임 수학 제출서류 포트폴리오(선택사항) 전형단계 서류전형 1차 면접..."
https://kr.indeed.com/jobs?q=8a951dcf7c36065e,Vocational Training Program Intern (Developer/Researcher Rol...,서울,,"one or more programming languages (e.g. C, C++, Python, JavaScript, Typescript, etc.) Intermediate communication skills..."
https://kr.indeed.com/jobs?q=2642a83874ea6bab,"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"연봉 30,000,000원 - 35,000,000원","인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/jobs?q=ad4759024e053193,[SAPEON Korea] Core 부문 개발자,성남 분당구,,인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷...
https://kr.indeed.com/jobs?q=a5e926e1d22cdc11,각 분야별 인재 Pool 등록,서울,,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 - 담당..."
https://kr.indeed.com/jobs?q=fb8f5764cdbe3c39,"Customer Solutions Engineer, Global Client and Agency Soluti...",서울,,"general purpose programming language (e.g., Java, C/C++, Python). Ability to speak and write in English and Korean fluently..."
https://kr.indeed.com/jobs?q=3d1690b2dd2249f8,"[K디지털 트레이닝] 전액 국비지원 IT취업연계 교육 빅데이터, 인공지능",서울 마포구,,개발전문과정 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/jobs?q=733b814969bff5a7,Jr. Back-end Engineer (Python),서울 강남구,,"이런 분을 찾아요 2년 이상의 Python을 활용한 백엔드 개발 업무를 수행한 경험이 있으신 분 Django, Django Rest Framework, Flask 등의 Python web framework를 사용하여..."
https://kr.indeed.com/jobs?q=b955c9f452035bd8,[KSTEC] 통계/Analytics 신입 및 경력사원,성남 분당구,,"지능화 (의사결정 자동화) 시스템 개발 (SPSS, SAS, R, Python, Java 기반)2. 기업용 데이터과학 & 인공지능 플랫폼 솔루션3... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/jobs?q=dd48308dcebc1469,"Customer Engineer, Google Cloud Customers",서울 강남구,,"scripting/programming languages: Java, Go, Kotlin, C#, Python, Perl... Shell Scripting.Ability to rapidly prototype..."
https://kr.indeed.com/jobs?q=ec28b4a12fadf567,BigData 개발 및 운영 담당 영입,성남 분당구,,빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>빅데이터|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/jobs?q=5ab0b45dfa93411b,Data Engineer 신입사원,서울 강남구,,"분류, 개인정보 비식별화, 불량 코퍼스 필터링 등 다양한 ML 프로젝트 (예정)[자격요건]- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수..."
https://kr.indeed.com/jobs?q=57c927fa9bf5856f,AI(딥러닝) 개발 경력,서울 성동구,,"프로그래밍을 하고 싶은 자(개발 경력 2년 이상)- 직급/직책 : 면접 후 결정- 개발환경 : linux, python, tensorflow, keras, raspberypi 등5. 우대사항- 전기/전자공학, 컴퓨터/시스템공..."
https://kr.indeed.com/jobs?q=112db0c64f7899b8,[한국필립모리스] 각 부문,서울 영등포구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>시스템프로그래머>펌웨어·어셈블러|인터...
https://kr.indeed.com/jobs?q=11d06a906dfe933f,"JAVA, Python 경력 정규직",서울 서초구,,"(주)마인케이 JAVA, Python 경력 정규직 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]자바, 코틀린, 파이썬, 개발 및 응용프... 로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
https://kr.indeed.com/jobs?q=40de6a4b81f8724f,[전문연구요원 신규편입/전직] 의료영상/음성인식/생체신호 연구원,서울 서초구,,인공지능)>텍스트마이닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/jobs?q=e11919aa1a40d234,Software Intern,서울,,"good communication skills Good Programming Skills in C#, C, Python Understanding of attached peripherals (I2C, SPI) Basic..."
https://kr.indeed.com/jobs?q=84329a66291839cd,각 부문별,서울 강남구,,통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임... W 엔지니어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|유통·물류·운송·운전>유통·상품기획·MD>상품MD|유통·물류·운송...
https://kr.indeed.com/jobs?q=733b814969bff5a7,Jr. Back-end Engineer (Python),서울 강남구,,"이런 분을 찾아요 2년 이상의 Python을 활용한 백엔드 개발 업무를 수행한 경험이 있으신 분 Django, Django Rest Framework, Flask 등의 Python web framework를 사용하여..."
https://kr.indeed.com/jobs?q=7f3f57623d469750,각 부문별,서울 영등포구,,바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>SAP·ABAP|인터넷·IT·통신·모바일·게임>웹프로그래머...
https://kr.indeed.com/jobs?q=21d2c5a3f43370e1,[ HDC 랩스 ] 2022년 상반기 경력,성남 분당구,,인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>네트워크...
https://kr.indeed.com/jobs?q=c7cf3ae03de76f24,[체험형 인턴] 데이터 분석,서울,,"통계, 컴퓨터공학 등 관련 전공 석사 이상 재학중인 분 - 데이터 분석 관련 인턴 업무를 경험해보신 분 - Python/R 등을 이용한 데이터 분석 업무가 가능하신 분 - 데이터를 통해 비즈니스/일상의 문제를 분석하고 실제로..."
https://kr.indeed.com/jobs?q=19da3484bd7a72f1,Machine Learning R&D 연구원,서울 서초구,,"가능) ㆍ최신 딥러닝, 기계학습 이론에 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++, TensorRT 등 프로그래밍 실무... 대한 이해 및 구현 역량 ㆍ Python, TnsorFlow, C/C++..."
https://kr.indeed.com/jobs?q=aac8e9355cb855ac,[인재풀] 아티스트 ART,서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/jobs?q=c35e0100a6fa97dd,각 부문별,서울 강남구,,응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/jobs?q=e30fe92d72ceb17c,"자율 주행, 로봇 SW 개발자",성남 수정구,,"(주)에바 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원 자율주행 SW 엔지니어 Python응용SW [담당업무]ROS 개발, 로봇 주행 알고리즘 개발, SW Optimization[근무부서 및 직급/직책]근무부서: 개발팀..."
https://kr.indeed.com/jobs?q=45b22fa764b0dae9,"빅데이터, 인공지능(AI) 외 신입 인턴",서울 종로구,"월급 2,000,000원",AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R
https://kr.indeed.com/jobs?q=882e071610c0a8cd,ICT 경력사원,성남 분당구,,"서비스 개발 경험 - 데이터 분석 서비스 개발 관련 툴 활용 경험( Python, R, Java 등) 주요업무 스마트 팩토리 및 스마트 제품/서비스... Database, .NET, Java, Python 등 시스템(SW..."
https://kr.indeed.com/jobs?q=87309d3ff40ead61,딥러닝 AI 개발 연구원,성남 수정구,,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/jobs?q=7585ef1908280606,데이터표준화 부문 경력,서울 강남구,,"관리 2. 자격 요건 1) 필수 · Hadoop 데이터 플랫폼 사용 경험 · SQL, Spark(Scala, Python)등 데이터 처리 언어 1종 이상 숙련 · 대규모 트래픽 서비스, 대용량 배치처리 시스템의 Backend..."
https://kr.indeed.com/jobs?q=1750764e7fad99ec,[키움투자자산운용] 자산배분전략팀 팀원 (사원~대리급),서울 영등포구,,및 우대사항 금융·보험·증권>투자·분석·증권·외환>자산관리|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|마케팅·광고·홍보·조사>조사·분석·통계>설문...
https://kr.indeed.com/jobs?q=5ab0b45dfa93411b,Data Engineer 신입사원,서울 강남구,,"분류, 개인정보 비식별화, 불량 코퍼스 필터링 등 다양한 ML 프로젝트 (예정)[자격요건]- Julia / Python / R 중에서 자신 있는 프로그래밍 언어가 있는 분- 하나의 데이터도 놓치지 않고 꼼꼼하게 관리할 수..."
https://kr.indeed.com/jobs?q=5c9f84f18b1b4944,2022 데이터 사이언티스트 부문,서울 강남구,,인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/jobs?q=091fcae435f75a05,2022년 상반기 부문별 공개,서울 강남구,,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>가상현실(VR)|인터넷...
https://kr.indeed.com/jobs?q=ccd4f5407a32ba6a,Data Scientist,서울,,"analysis a plus, Programming... scripting exp.: eg. Python, C#, VBA, Java, Perl, etc. Experience in applied analytics..."
https://kr.indeed.com/jobs?q=22ffe020e40de675,[포티투마루] 인공지능(AI) 개발자 전 부문,서울 서초구,,인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/jobs?q=e1f6164f1d03449a,주식회사 데이터스트림즈 기술연구소 Python/Java 개발자,성남 분당구,,데이터스트림즈 기술연구소 Python/Java 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 우대사항 Python/Java 개발 직군 경력직... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/jobs?q=e7c8c2b11f24fb43,Software Engineer,서울,,"languages, including... limited to: C++, Java, C and Python. Excellent written and verbal communication skills. About..."
https://kr.indeed.com/jobs?q=13059ac76a29fa54,Data Engineer (Python Backend 경력자),서울 서초구,,데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신...
https://kr.indeed.com/jobs?q=ebd9b7e972f551fc,서버 개발자 Python(Django) Developer (신입/경력),서울 마포구,,유관직무 경력자 서버 개발자 Python(Django) Developer... 있습니다.■ 자격 요건 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
https://kr.indeed.com/jobs?q=8164d5e7100c5968,AI Frameworks Engineer Intern,서울,,Basic knowledge of deep learning technologies Programming with Python or Shell script Education Students who are currently...
https://kr.indeed.com/jobs?q=cb4eca654b2c2901,[TmaxEdu/R&D] 연구 개발자,성남 분당구,,"CSS, JavaScript, TypeScript [Server 개발(사용 언어)] - Java, Python, SQL [Framework(사용 언어)] - React.js, Spring [입사 지원 시 참고 사항..."
https://kr.indeed.com/jobs?q=19beeb5c7f50c5b4,데이터 사이언티스트,서울,,맞게 데이터 모델 및 스키마를 꾸준히 개발 및 발전 * 이런 역량을 가지신 분을 찾습니다. - SQL / Python / R 등 데이터 분석 업무를 수행할 수 있는 하나 이상의 개발 언어를 경험하신 분 - 통계 지식에 대한...
https://kr.indeed.com/jobs?q=20c20d5b4ade577d,C++ Developer for High Performance Cloud Database,서울,,"C++ Experience in multi-thread programming Experience in SQL, Python, Git Experienced... development on Linux environment..."
https://kr.indeed.com/jobs?q=3cd339cf8959f44d,생명정보학 부문 박사졸 선임연구원 정규직 정규직,서울 서대문구,"연봉 50,000,000원 - 60,000,000원","- Python or R 활용가능 -Linux terminal 능숙 -생물학... 생명정보학, 생물정보학-외국어: 영어 회화가능,독해가능,작문가능- Python or R 활용가능- Linux terminal 능숙- 생물학 기초 수강..."
https://kr.indeed.com/jobs?q=b9d4defa6e2b7739,"[TmaxMetaverse/R&D] 게임 엔진, 게임 서버, 메타버스 스튜디오 개발자",성남 분당구,,"유경험자 - 리액트 기반 개발 유경험자 [주 사용 언어] - C++, C# - Java Script - Python - Spring, React - HTML [지원 시 참고 사항] - 기술, 경험, 지식 등이 상세히 담긴..."
https://kr.indeed.com/jobs?q=c35e9b72a11aa338,[신입/경력] 의료영상/음성인식/생체신호 연구원,서울 서초구,,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
https://kr.indeed.com/jobs?q=5fa942bd615ebd27,[TmaxAI/R&D] NLP(자연어/문서/음성)부문 개발자,성남 분당구,,"DB 개발 경험이 있으신 분 [음성, 자연어처리] -관련 분야의 연구 경험 / 기본 지식 보유자 -기본적인 Python 프로그래밍이 가능하신 분 우대사항 [리더급] -전반적으로 인공지능 자연어/문서처리 기술에 대한 이해가..."
